StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,"Introduction ",Q11,Q15,Q17,Q17_5_TEXT,"Q16 ",Q30,Q34,Q34_5_TEXT,Q35,Q36,Q37,Q37_5_TEXT,Q38,Q39,Q40,Q40_5_TEXT,Q41,Q42,Q22,Q49,Q49_12_TEXT,Q21_1,Q21_2,Q78_1,Q78_2,Q78_3,Q47,Q23,Q23_10_TEXT,Q81,Q81_1_TEXT,Q82,Q82_1_TEXT,Q83,Q83_8_TEXT,Q20,Q25,Q25_13_TEXT,Q74,Q75,Q75_13_TEXT,Q84,Q85,Q64,Q65,Q65_13_TEXT,Q66,Q67,Q67_13_TEXT,Q68,Q69,Q70,Q71,Q76,Q77,Q72,Q73,Q73_13_TEXT,Q45,Q26,Q26_9_TEXT,Q27,Q27_8_TEXT,Q29,Q33,Q33_3_TEXT,Q46,Q32,Q32_7_TEXT,"Gender ",Q44,Nationality,Q43,Q43_13_TEXT,Q8,Q10,Q13,Q79,Q25,Q28,Q50,Q51,Q86,Q87,Q52,Q53,Q54,Q55,Q56,Q57,Q60,Q61,Q58,Q59,Q62,Q63,Q80
2025-05-14 02:07:05,2025-05-14 02:15:59,IP Address,100,533,True,2025-05-14 02:16:00,R_9nZQfSyfzgDogdX,anonymous,EN,I consent,Abu Dhabi,Bicycle,Competitive/Racing,,2-3 times a week,"January,February,March,April,May,October,November,December",,,,,,,,,,,,,"By myself,with friends/other riders",I am a fast and fearless rider,,"Yes, always","Yes, always","Yes, always","Yes, sometimes",No,Yes,"Road Bike,Mountain Bike",,"Improved my physical fitness and overall health,Allowed me to participate in cycling events and meet like-minded people",,"Introduced me to cycling groups and new friends,Helped me feel more connected to the UAE’s growing cycling culture",,"High-quality products and expert service that enhanced my cycling experience,A welcoming community and knowledgeable staff who support my cycling journey,A reliable and trustworthy place for maintenance, repairs, and upgrades",,"1 - very safe, no concerns","Yas Island/Yas Marina Circuit,Al Hudayriyat Island,Al Wathba Cycle Track",,,,,,,,,,,,,,,,,,,,,,Cycle tracks,"Extreme weather conditions, Road safety concerns,High costs of equipment or gear",,"More dedicated cycling tracks, Better signage and road markings,Awareness for drivers and cyclists,More shaded or weather-protected riding areas,Access to indoor cycling options",,No,No (please explain why not),"Long distantes ",Yes,"Distance from work,Takes too much time,Lack of facilities at work (showers, cycle parking, etc.)",,Male,35-44 years old,Spain,University Bachelors Degree,,Working full-time,More than 30k,Less than 1,5-10 years,"The facilities and the cycling culture that is being created in UAE, specifically in Abu Dhabi.
Also the competitions that organized the sport council.",The competitions organized by the sport council,,,,,,,,,,,,,,,,,Yes
2025-05-14 02:15:29,2025-05-14 02:23:26,IP Address,100,476,True,2025-05-14 02:23:26,R_9isaiI5SMCpLybc,anonymous,EN,I consent,Dubai,Bicycle," Fitness,Competitive/Racing",,4-6 times a week,"January,February,March,April,May,June,July,August,September,October,November,December",,,,,,,,,,,,,"By myself,with friends/other riders",I am a confident but casual rider,,"Yes, sometimes","Yes, always","Yes, always",No,"Yes, always",Yes,Road Bike,,"Improved my physical fitness and overall health,Provided me with a new way to explore and enjoy the UAE,Allowed me to participate in cycling events and meet like-minded people",,,,Access to premium cycling gear and accessories that improved my performance,,,,,,,,,,"1 - very safe, no concerns","Al Qudra Cycle Track,Meydan DXBike,Other",JGE,,,,,,,,,,,,,"Cycle tracks,Cycle paths,City streets","Extreme weather conditions,High costs of equipment or gear",,"More dedicated cycling tracks,Awareness for drivers and cyclists,Access to indoor cycling options",,Bicycle,Maybe,,Yes,Lack of cycle paths from home to work,,Male,35-44 years old,Russian Federation,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS)",,Working full-time,Prefer not to share,3,5-10 years,,,,,,,,,,,,,,,,,,,Yes
2025-05-14 02:18:15,2025-05-14 02:31:32,IP Address,100,797,True,2025-05-14 02:31:32,R_9VQ75URw6IlR47Z,anonymous,AR,I consent,Ras al Khaimah,Bicycle,"Recreational/Leisure, Fitness",,2-3 times a week,"January,February,March,April,May,June,July,August,September,October,November,December",,,,,,,,,,,,,"By myself,with friends/other riders",I am a confident but casual rider,,No,"Yes, always","Yes, always",No,"Yes, sometimes",Yes,Road Bike,,"Improved my physical fitness and overall health,Provided me with a new way to explore and enjoy the UAE,Allowed me to participate in cycling events and meet like-minded people",,Inspired me to take part in charity or community cycling events,,"High-quality products and expert service that enhanced my cycling experience,Motivation to lead a healthier and more active lifestyle,A welcoming community and knowledgeable staff who support my cycling journey,Access to premium cycling gear and accessories that improved my performance,A reliable and trustworthy place for maintenance, repairs, and upgrades",,,,,,,,,,,,,,,,,,,,,,"5 - not safe at all, many concerns",Other,"اقوم بركوب الدراجه في أبوظبي لوجودي بالعمل ","Cycle tracks,Cycle paths"," Road safety concerns,Personal safety concerns",,"Better roads free from obstacles,More dedicated cycling tracks,More cycling lanes,Awareness for drivers and cyclists,More shaded or weather-protected riding areas",,Bicycle,No (please explain why not),"لبعد المدارس ",No,,,Male,45-54 years old,United Arab Emirates,Secondary School,,Working full-time,15-20k,40+,1-5 years,,,,,,,,,,,,,,,,,لا اقود الدراجه في رأس الخيمة لعدم وجود مسارات أو مضمار للدراجات,,Yes
2025-05-14 02:01:22,2025-05-14 02:32:30,IP Address,100,1867,True,2025-05-14 02:32:31,R_4d5k0WQH81hLpG9,anonymous,EN,I consent,Abu Dhabi: Al Ain,Bicycle,"Competitive/Racing,I want to be the next Tour de France winner",,4-6 times a week,"January,February,March,April,May,June,July,August,September,October,November,December",,,,,,,,,,,,,"By myself,With a cycling club,with friends/other riders",I am a fast and fearless rider,,No,"Yes, many times","Yes, always","Yes, many times",No,Yes,Road Bike,,"Improved my physical fitness and overall health,Helped me reduce my carbon footprint and be more eco-friendly,Provided me with a new way to explore and enjoy the UAE,Allowed me to participate in cycling events and meet like-minded people",,"Introduced me to cycling groups and new friends,Encouraged me to spend more time with family and friends through cycling,Inspired me to take part in charity or community cycling events",,"A welcoming community and knowledgeable staff who support my cycling journey,A reliable and trustworthy place for maintenance, repairs, and upgrades",,,,,"3 - moderately safe, some concerns","Al Ain Cycle Track,Al Mu'tarid,Jebel Hafeet",,,,,,,,,,,,,,,,,,,"Cycle tracks,Cycle paths,Neighborhood roads","Extreme weather conditions,Lack of cycle and scooter lanes",,"More dedicated cycling tracks,More cycling lanes, Better signage and road markings,Awareness for drivers and cyclists,More shaded or weather-protected riding areas",,Bicycle,Yes,,Yes,"Takes too much time,Lack of cycle paths from home to work",,Male,Under 18,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-14 02:28:08,2025-05-14 02:35:36,IP Address,100,447,True,2025-05-14 02:35:37,R_4hjImE1Xc6tH6SJ,anonymous,EN,I consent,Abu Dhabi,Bicycle,"Recreational/Leisure, Fitness,Competitive/Racing",,2-3 times a week,"January,February,March,April,May,June,July,August,September,October,November,December",,,,,,,,,,,,,"By myself,With a cycling club",I am a confident but casual rider,,No,"Yes, always","Yes, always","Yes, sometimes","Yes, many times",Yes,"Road Bike,Mountain Bike,Other",Gravel,"Improved my physical fitness and overall health,Helped me reduce my carbon footprint and be more eco-friendly,Provided me with a new way to explore and enjoy the UAE,Allowed me to participate in cycling events and meet like-minded people",,"Introduced me to cycling groups and new friends,Inspired me to take part in charity or community cycling events,Helped me feel more connected to the UAE’s growing cycling culture,Provided access to workshops, events, or training sessions that enriched my cycling experience",,"High-quality products and expert service that enhanced my cycling experience,A welcoming community and knowledgeable staff who support my cycling journey,Access to premium cycling gear and accessories that improved my performance,A reliable and trustworthy place for maintenance, repairs, and upgrades",,"3 - moderately safe, some concerns","Al Raha,Al Hudayriyat Island,Al Wathba Cycle Track",,,,,,,,,,,,,,,,,,,,,,"Cycle tracks,Cycle paths,City streets","Lack of cycle and scooter lanes, Road safety concerns",,"Better roads free from obstacles,More cycling lanes",,Bicycle,Yes,,Yes,Lack of cycle paths from home to work,,Male,55-64 years old,Norway,Some University but no degree,,Working full-time,More than 30k,4,10-15 years,Good Weather,Safer cycling roads,,,,,,,,,,,,,,,,,Yes
2025-05-14 02:33:51,2025-05-14 02:41:01,IP Address,100,429,True,2025-05-14 02:41:02,R_4gISXbKtYFgsSqZ,anonymous,AR,I consent,Dubai,Bicycle," Fitness",,4-6 times a week,"January,February,March,April,September,October,November,December",,,,,,,,,,,,,with friends/other riders,I am a confident but casual rider,,No,"Yes, always","Yes, always","Yes, sometimes","Yes, always",Yes,"Road Bike,Mountain Bike",,"Improved my physical fitness and overall health,Helped me reduce my carbon footprint and be more eco-friendly,Provided me with a new way to explore and enjoy the UAE",,"Inspired me to take part in charity or community cycling events,Helped me feel more connected to the UAE’s growing cycling culture,Provided access to workshops, events, or training sessions that enriched my cycling experience",,"A welcoming community and knowledgeable staff who support my cycling journey,Access to premium cycling gear and accessories that improved my performance",,,,,,,,,,"1 - very safe, no concerns","Al Qudra Cycle Track,Mushrif Park,Meydan DXBike",,,,,,,,,,,,,,Cycle paths,"Extreme weather conditions, Road safety concerns,Judgement from others",,"More cycling lanes, Better signage and road markings,Awareness for drivers and cyclists",,Bicycle,Yes,,Yes,"Distance from work,Lack of cycle paths from home to work",,Male,35-44 years old,United Arab Emirates,Secondary School,,Working full-time,20-25k,,1-5 years,,,,,,,"مضامير الدراجات ",الثقافه,,,,,,,,,,,Yes
2025-05-14 02:48:37,2025-05-14 02:58:36,IP Address,100,598,True,2025-05-14 02:58:37,R_99rZUBzD9LsmoKa,anonymous,EN,I consent,Abu Dhabi,Bicycle," Fitness",,4-6 times a week,"January,February,March,April,May,June,July,August,September,October,November,December",,,,,,,,,,,,,"By myself,with friends/other riders",I am a fast and fearless rider,,No,"Yes, always","Yes, always","Yes, always","Yes, always",Yes,Road Bike,,"Improved my physical fitness and overall health,Provided me with a new way to explore and enjoy the UAE,Allowed me to participate in cycling events and meet like-minded people",,"Introduced me to cycling groups and new friends,Helped me feel more connected to the UAE’s growing cycling culture",,"High-quality products and expert service that enhanced my cycling experience,Motivation to lead a healthier and more active lifestyle,A welcoming community and knowledgeable staff who support my cycling journey,Access to premium cycling gear and accessories that improved my performance",,"3 - moderately safe, some concerns","Al Reem Island,Al Saadiyat Island,Al Hudayriyat Island",,,,,,,,,,,,,,,,,,,,,,"Cycle tracks,Cycle paths,City streets"," Road safety concerns",,"Better roads free from obstacles,Awareness for drivers and cyclists",,No,Yes,,Yes,"Distance from work,Takes too much time",,Male,45-54 years old,Portugal,University Bachelors Degree,,Working part-time,Prefer not to share,20,Since childhood,"6 months of great weather. ","Shops selling more affordable bicycles. Everything is over priced. Massive margins made by local.bike shops. ",,,,,,,,,,,,,,,,,Yes
2025-05-14 02:58:28,2025-05-14 03:04:31,IP Address,100,362,True,2025-05-14 03:04:32,R_9N3WlAgerco6KoQ,anonymous,EN,I consent,Abu Dhabi: Al Ain,Bicycle," Fitness,Competitive/Racing,I want to be the next Tour de France winner",,Daily,"January,February,March,April,May,June,July,August,September,October,November,December",,,,,,,,,,,,,"With a cycling club,with friends/other riders",I am a fast and fearless rider,,"Yes, always","Yes, always","Yes, always","Yes, sometimes",No,Yes,Road Bike,,Improved my physical fitness and overall health,,"Introduced me to cycling groups and new friends,Inspired me to take part in charity or community cycling events,Provided access to workshops, events, or training sessions that enriched my cycling experience",,"High-quality products and expert service that enhanced my cycling experience,Motivation to lead a healthier and more active lifestyle,Access to premium cycling gear and accessories that improved my performance,A reliable and trustworthy place for maintenance, repairs, and upgrades",,,,,"1 - very safe, no concerns","Al Ain Cycle Track,Jebel Hafeet",,,,,,,,,,,,,,,,,,,Cycle tracks,"Extreme weather conditions,High costs of equipment or gear",,"More cycling lanes,More shaded or weather-protected riding areas,More bike rental services/stations",,Electric Scooter,Maybe,,Yes,"Distance from work,Takes too much time",,Male,Under 18,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-14 02:41:33,2025-05-14 03:04:47,IP Address,100,1393,True,2025-05-14 03:04:48,R_9c8eAcrbtTfweat,anonymous,EN,I consent,Abu Dhabi,Bicycle,"Recreational/Leisure, Fitness,Competitive/Racing",,2-3 times a week,"January,February,March,April,May,June,July,August,September,October,November,December",,,,,,,,,,,,,"With a cycling club,with family",I am a confident but casual rider,,No,"Yes, always","Yes, always",No,No,Yes,Road Bike,,"Improved my physical fitness and overall health,Allowed me to participate in cycling events and meet like-minded people",,"Introduced me to cycling groups and new friends,Helped me feel more connected to the UAE’s growing cycling culture",,"High-quality products and expert service that enhanced my cycling experience,A welcoming community and knowledgeable staff who support my cycling journey,A reliable and trustworthy place for maintenance, repairs, and upgrades",,4,"Yas Island/Yas Marina Circuit,Al Hudayriyat Island",,,,,,,,,,,,,,,,,,,,,,Cycle tracks,"Extreme weather conditions,Lack of cycle and scooter lanes, Road safety concerns",,"More dedicated cycling tracks,More cycling lanes,Awareness for drivers and cyclists",,No,,,No,,,Female,25-34 years old,France,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS)",,Working full-time,15-20k,3,Since childhood,The community,Make the city more cycling friendly,,,,,,,,,,,,,,,,,Yes
2025-05-14 03:05:12,2025-05-14 03:12:10,IP Address,100,417,True,2025-05-14 03:12:11,R_9pYP3Tj9u691fr3,anonymous,EN,I consent,Abu Dhabi: Al Ain,Bicycle,"Recreational/Leisure, Fitness",,4-6 times a week,"January,February,March,April,May,September,October,November,December",,,,,,,,,,,,,"With a cycling club,with family",I am a fast and fearless rider,,No,"Yes, many times","Yes, always",No,No,Yes,Road Bike,,"Improved my physical fitness and overall health,Provided me with a new way to explore and enjoy the UAE",,"Introduced me to cycling groups and new friends,Encouraged me to spend more time with family and friends through cycling,Provided access to workshops, events, or training sessions that enriched my cycling experience",,"High-quality products and expert service that enhanced my cycling experience,Motivation to lead a healthier and more active lifestyle,Access to premium cycling gear and accessories that improved my performance",,,,,"1 - very safe, no concerns","Al Ain Cycle Track,Jebel Hafeet",,,,,,,,,,,,,,,,,,,Cycle tracks,Extreme weather conditions,,"More shaded or weather-protected riding areas,Access to indoor cycling options",,Bicycle,Maybe,,Yes,"Distance from work,Lack of cycle paths from home to work",,Female,35-44 years old,South Africa,University Bachelors Degree,,Working part-time,Less than 5k,9,15-20 years,,,I love the scenery and the roads and the cycling track saftey,Creat more social riding events within the Al ain cycling track,,,,,,,,,,,,,,,Yes
2025-05-14 03:05:24,2025-05-14 03:17:00,IP Address,100,695,True,2025-05-14 03:17:01,R_96wuu04TYCwjAR3,anonymous,EN,I consent,Abu Dhabi,Bicycle,"Recreational/Leisure, Fitness",,4-6 times a week,"January,February,March,April,May,October,November,December",,,,,,,,,,,,,with friends/other riders,I am a confident but casual rider,,No,"Yes, sometimes","Yes, always","Yes, sometimes","Yes, sometimes",Yes,"Road Bike,Mountain Bike",,"Improved my physical fitness and overall health,Allowed me to participate in cycling events and meet like-minded people",,"Introduced me to cycling groups and new friends,Helped me feel more connected to the UAE’s growing cycling culture",,"High-quality products and expert service that enhanced my cycling experience,Motivation to lead a healthier and more active lifestyle,Access to premium cycling gear and accessories that improved my performance",,"1 - very safe, no concerns","Corniche,Al Hudayriyat Island,Al Wathba Cycle Track",,,,,,,,,,,,,,,,,,,,,,Cycle tracks,"Extreme weather conditions,Lack of cycle and scooter lanes,High costs of equipment or gear",,"More dedicated cycling tracks,More shaded or weather-protected riding areas,Access to indoor cycling options",,Bicycle,,,Yes,"Distance from work,Cultural reasons/Image",,Male,25-34 years old,Colombia,Some University but no degree,,Working part-time,15-20k,11,More than 20 years,"The cycle community ","More track places to cycling ",,,,,,,,,,,,,,,,,Yes
2025-05-14 03:19:02,2025-05-14 03:25:15,IP Address,100,372,True,2025-05-14 03:25:16,R_4PzooLFNzVR0sTi,anonymous,EN,I consent,Dubai,Bicycle," Fitness,Competitive/Racing,I want to be the next Tour de France winner",,Daily,"January,February,March,April,May,June,July,August,September,October,November,December",,,,,,,,,,,,,"By myself,With a cycling club,with friends/other riders,with family",I am a fast and fearless rider,,No,"Yes, always","Yes, always","Yes, always","Yes, always",Yes,Road Bike,,"Improved my physical fitness and overall health,Provided me with a new way to explore and enjoy the UAE,Allowed me to participate in cycling events and meet like-minded people",,"Provided access to workshops, events, or training sessions that enriched my cycling experience",,High-quality products and expert service that enhanced my cycling experience,,,,,,,,,,2,"Al Qudra Cycle Track,Mushrif Park,Meydan DXBike",,,,,,,,,,,,,,Cycle tracks,"Extreme weather conditions, Road safety concerns,High costs of equipment or gear",,"Better roads free from obstacles,More dedicated cycling tracks,More cycling lanes, Better signage and road markings,Awareness for drivers and cyclists,More shaded or weather-protected riding areas,Access to indoor cycling options",,"Bicycle,I ride a camel",Yes,,Yes,Lack of cycle paths from home to work,,Female,18-24 years old,Philippines,Secondary School,,Student,Prefer not to share,20,1-5 years,,,,,,,"I mainly enjoy the cycling tracks such as the ones in meydan and al qudra. ",just more encouragement as a lot of people lack the “push” to start cycling.,,,,,,,,,,,Yes
