StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,"Introduction ",Q11,Q15,Q17,Q17_5_TEXT,"Q16 ",Q30,Q34,Q34_5_TEXT,Q35,Q36,Q37,Q37_5_TEXT,Q38,Q39,Q40,Q40_5_TEXT,Q41,Q42,Q22,Q49,Q49_12_TEXT,Q21_1,Q21_2,Q78_1,Q78_2,Q78_3,Q47,Q23,Q23_10_TEXT,Q81,Q81_1_TEXT,Q82,Q82_1_TEXT,Q83,Q83_8_TEXT,Q20,Q25,Q25_13_TEXT,Q74,Q75,Q75_13_TEXT,Q84,Q85,Q64,Q65,Q65_13_TEXT,Q66,Q67,Q67_13_TEXT,Q68,Q69,Q70,Q71,Q76,Q77,Q72,Q73,Q73_13_TEXT,Q45,Q26,Q26_9_TEXT,Q27,Q27_8_TEXT,Q29,Q33,Q33_3_TEXT,Q46,Q32,Q32_7_TEXT,"Gender ",Q44,Nationality,Q43,Q43_13_TEXT,Q8,Q10,Q13,Q79,Q25,Q28,Q50,Q51,Q86,Q87,Q52,Q53,Q54,Q55,Q56,Q57,Q60,Q61,Q58,Q59,Q62,Q63,Q80
2025-04-22 09:12:45,2025-04-22 09:34:45,0,100,1320,1,2025-04-22 09:34:46,R_41gyshZhXc1Pa70,anonymous,EN,1,1,1,4,,3,4,,,,,,,,,,,,,"2,3",13,,4,1,1,4,4,1,1,,2,,"2,4,5,6,7",,"4,5",,1,"3,11,12",,,,,,,,,,,,,,,,,,,,,,1,"1,3",,"2,9,4,6",,1,2,,2,"1,7",We have provided company service,1,5,138,6,,1,8,16,10,Safety and friendly users of bike lane and cycle track,Most preventive health and increase cadiovascular and well being,,,,,,,,,,,,,,,,,4
2025-04-22 09:32:23,2025-04-22 09:36:07,0,100,223,1,2025-04-22 09:36:07,R_26uT5lZTETz0E4F,anonymous,EN,1,1,2,,,,,3,,3,"4,5,6,7,8",,,,,,,,,2,7,,4,1,1,4,3,1,1,,2,,2,,5,,1,13,,,,,,,,,,,,,,,,,,,,,,6,1,,1,,7,1,,3,,,1,6,187,8,,1,8,46,9,"Don’t live here ",,,,,,,,,,,,,,,,,,4
2025-04-22 09:27:17,2025-04-22 09:36:37,0,100,560,1,2025-04-22 09:36:38,R_9mKSc9B9B6chugf,anonymous,EN,1,1,1,3,,2,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,"1,3",1,,4,1,1,2,2,1,"1,10",Gravel,"2,6",,,,"1,6",,1,"2,11,12",,,,,,,,,,,,,,,,,,,,,,"1,6,4","1,5",,"9,4,5",,7,2,,2,"1,3",,1,5,24,10,,1,7,45,8,"Safety ",,,,,,,,,,,,,,,,,,4
2025-04-22 09:32:30,2025-04-22 09:38:26,0,100,355,1,2025-04-22 09:38:27,R_4i8wjJiEgN2GsBC,anonymous,EN,1,1,1,3,,4,"1,2,10,11,12",,,,,,,,,,,,,1,8,,4,4,1,1,4,2,,,,,6,,4,,1,3,,,,,,,,,,,,,,,,,,,,,,2,"1,2,4",,"1,6",,1,1,,3,,,1,4,77,9,,1,3,16,10,Fitness,Fitness and health,,,,,,,,,,,,,,,,,4
2025-04-22 09:33:03,2025-04-22 09:38:58,0,100,354,1,2025-04-22 09:38:58,R_4NK9gW9v2bnL4N0,anonymous,EN,1,1,1,"1,3",,3,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,3,7,,3,1,1,4,3,1,"1,3,8",,"2,5,6",,"2,5,6,7",,"1,4,5,6,7",,1,"2,11,12",,,,,,,,,,,,,,,,,,,,,,"1,2","1,2,5",,"1,2,9,4,5,6",,1,2,,2,1,,1,4,138,9,,1,5,7,5,Dedicated cycling tracks. And it keep on improving. More are added,More of bikelanes will motivate people to use  their bikes,,,,,,,,,,,,,,,,,4
2025-04-22 09:30:17,2025-04-22 09:40:27,0,100,609,1,2025-04-22 09:40:27,R_4VkiQuQQNX8o3bU,anonymous,EN,1,1,1,4,,2,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,"2,3",1,,4,1,1,4,1,1,"1,3",,"2,4,5,6,7",,"2,4,5,6,7",,"1,4,5,6,7",,1,"5,11,12",,,,,,,,,,,,,,,,,,,,,,"1,2,5",1,,"1,2,9,3,4,5,6,7",,1,1,,2,1,,1,5,138,10,,1,4,23,8,,,,,,,,,,,,,,,,,,,4
2025-04-22 09:33:02,2025-04-22 09:41:18,0,100,496,1,2025-04-22 09:41:19,R_9Dv5fnNEMs63voE,anonymous,EN,1,1,1,"1,2,3,4",,4,"1,2,3,4,5,10,11,12",,,,,,,,,,,,,1,7,,4,3,3,4,4,1,"1,3",,"2,4,6",,5,,7,,1,11,,,,,,,,,,,,,,,,,,,,,,"1,2,7","1,5",,"1,5",,1,2,,3,,,1,4,162,9,,1,4,10,5,Cycle tracks and paths,More events and cheap entry fees,,,,,,,,,,,,,,,,,4
2025-04-22 09:24:52,2025-04-22 09:43:32,0,100,1120,1,2025-04-22 09:43:33,R_4JezDkaoMPMUcXY,anonymous,EN,1,3,1,"1,3,4",,3,"1,2,3,4,5,7,8,10,11,12",,,,,,,,,,,,,"1,4",1,,4,1,1,2,4,1,"1,3,10",Triathlon bike,"2,6",,"5,7",,"1,4,5,7",,,,,,,,,,1,"7,14",,,,,,,,,,,,,,1,5,,2,,1,3,"We don’t live in an area with cycle paths. Just highways around us. ",3,,,2,5,64,11,,4,1,19,7,,,,,,,"I like the most about cycling in Dubai, that when ever you have a problem with your bike, someone will stop to help you. The community is amazing , supportive and duper friendly. It is very safe on the cycle tracks and emergency numbers are provided everywhere.","Extend the cycling tracks for community cycling. ",,,,,,,,,,,4
2025-04-22 09:37:52,2025-04-22 09:45:34,0,100,462,1,2025-04-22 09:45:35,R_4lltKaXIF0HjHKI,anonymous,EN,1,1,1,3,,7,"1,2,3",,,,,,,,,,,,,3,7,,4,3,1,3,4,2,,,,,7,,,,1,11,,,,,,,,,,,,,,,,,,,,,,1,1,,8,,7,1,,3,,,1,5,86,9,,1,8,11,9,"Availability and infrastructure ",,,,,,,,,,,,,,,,,,4
2025-04-22 09:42:32,2025-04-22 09:49:47,0,100,434,1,2025-04-22 09:49:48,R_4ktQBdHy3uNcuPf,anonymous,EN,1,1,1,3,,4,"1,2,10,11,12",,,,,,,,,,,,,3,8,,4,4,3,4,4,2,,,,,7,,5,,3,"5,11",,,,,,,,,,,,,,,,,,,,,,"1,2","2,3,4",,"2,7",,1,2,,3,,,2,4,77,9,,3,2,12,9,"Safety ","Fitness ",,,,,,,,,,,,,,,,,4
2025-04-22 09:44:30,2025-04-22 09:51:43,0,100,433,1,2025-04-22 09:51:44,R_40VFmmFaTJIypov,anonymous,EN,1,1,1,"3,4",,2,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,3,7,,4,1,1,4,4,1,"1,3",,"2,5,6",,2,,"4,5",,1,13,Hamdan,,,,,,,,,,,,,,,,,,,,,1,"1,4,5",,"2,9",,1,1,,2,1,,1,3,138,9,,2,2,5,8,Safety,More cycling lanes,,,,,,,,,,,,,,,,,4
2025-04-22 09:41:59,2025-04-22 09:51:48,0,100,589,1,2025-04-22 09:51:49,R_4Sl5SIAj6M73rYF,anonymous,EN,1,4,1,4,,3,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,1,12,Triathlete,4,1,1,4,4,1,"3,10",TT bike,"2,6",,"2,5,6,7",,"1,5,6,7",,,,,,,,,,,,,3,"4,13",Al Qudra/Meydan,,,,,,,,,,"1,2","1,2,3",,"2,9,3,4,6",,7,3,Not safe. Car Drivers too crazy,2,"3,6,7",No safe on highways,2,5,162,9,,1,6,17,4,,,,,,,,,I dont ride in Sharjah. Dubai or showka,Same riding tracks as Al Qudra/DXBike,,,,,,,,,4
2025-04-22 09:42:41,2025-04-22 09:53:58,0,100,676,1,2025-04-22 09:53:59,R_99kTXdoa6dqLNAd,anonymous,EN,1,1,1,3,,3,"1,2,3,12",,,,,,,,,,,,,"1,3,4",7,,4,3,1,4,4,1,3,,"2,4,6",,"2,4",,"1,4,5",,1,"3,7,11",,,,,,,,,,,,,,,,,,,,,,"1,2,7","1,3,5",,"2,9,4",,3,3,No kids,3,,,1,3,138,9,,1,2,11,10,"What I like most about riding in Abu Dhabi is the combination of modern infrastructure and stunning scenery. The city has invested in well-maintained cycling tracks like those on Al Hudayriyat Island and Al Wathba, which offer safe and smooth rides.","Shaded Routes and Cooling Stations Given the hot climate, shaded bike paths, rest areas, and water refill stations would make cycling more comfortable and viable year-round.",,,,,,,,,,,,,,,,,4
2025-04-22 09:48:28,2025-04-22 09:56:16,0,100,467,1,2025-04-22 09:56:16,R_4LY9bVT8qZ7w90t,anonymous,EN,1,3,1,"3,4",,3,"1,2,3,4,10,11,12",,,,,,,,,,,,,1,7,,4,3,1,4,3,1,1,,"2,5",,"2,6,7",,"1,4,6,7",,,,,,,,,,3,"6,7,14",,,,,,,,,,,,,,1,"1,3,5",,"1,2,9,4,6",,1,2,,2,"3,6",,2,4,138,9,,1,8,16,10,,,,,,,"What I love most about riding in Dubai is the variety—smooth, well-maintained cycling tracks like Al Qudra and Meydan, the early morning desert sunrises, and the unique mix of city skyline and desert landscape. Plus, the cycling community here is super supportive and motivating!","More people might take up cycling in Dubai if there were wider awareness campaigns about the health and social benefits, more shaded and well-lit cycling paths for summer or night rides, bike rental hubs in communities, and beginner-friendly group rides. Incentives like cycling challenges, rewards programs, or even safer road-sharing rules would also help a lot.",,,,,,,,,,,4
2025-04-22 09:51:09,2025-04-22 09:56:34,0,100,325,1,2025-04-22 09:56:35,R_4EtPwf6YrFQna9o,anonymous,EN,1,1,1,3,,3,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,1,7,,4,1,1,1,1,1,1,,"2,5,6",,"6,7",,"5,6",,5,5,,,,,,,,,,,,,,,,,,,,,,"1,2,7","2,3",,"1,2,9,4,5",,3,3,,3,,,1,5,164,6,,1,8,46,8,,"Safer roads.  Cars are dangerous and do not show enough respect to cyclists.  ",,,,,,,,,,,,,,,,,4
2025-04-22 09:48:02,2025-04-22 09:57:26,0,100,563,1,2025-04-22 09:57:27,R_4hrTbnDEG5Ct2Kr,anonymous,EN,1,3,1,3,,1,"1,2,3,4,9,10,11,12",,,,,,,,,,,,,"2,3,4",7,,4,1,1,3,3,1,"1,3",,"2,6",,"2,4,5,6,7",,"1,5,7",,,,,,,,,,1,"6,8,14",,,,,,,,,,,,,,"1,2,7,4","1,2,4",,"1,2,9,5,6",,"1,3",2,,3,,,1,5,138,9,,1,4,7,10,,,,,,,,,,,,,,,,,,,4
2025-04-22 09:48:28,2025-04-22 09:58:12,0,100,584,1,2025-04-22 09:58:13,R_4kTBNWYVUUhM7yK,anonymous,EN,1,1,1,3,,3,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,3,7,,4,3,1,3,4,1,3,,5,,7,,5,,3,11,,,,,,,,,,,,,,,,,,,,,,2,"1,3,5",,9,,1,,,2,1,,1,4,138,7,,1,1,8,10,Meeting new people.,More cycling events,,,,,,,,,,,,,,,,,4
2025-04-22 09:54:11,2025-04-22 09:58:44,0,100,272,1,2025-04-22 09:58:45,R_9MQ0N9RNgbMxP1X,anonymous,EN,1,1,1,3,,2,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,1,,,3,1,1,1,3,2,,,,,1,Wants to learn,,,1,13,,,,,,,,,,,,,,,,,,,,,,7,6,,7,,7,,,3,,,2,5,138,9,,1,3,22,9,,,,,,,,,,,,,,,,,,,4
2025-04-22 09:50:52,2025-04-22 09:59:29,0,100,516,1,2025-04-22 09:59:30,R_4pIneJEWlzLHNXb,anonymous,EN,1,3,1,"1,3",,3,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,"1,2,3,4",7,,4,1,1,3,2,1,3,,"2,5,6",,"2,4,5,6,7",,"1,4,5,6,7",,,,,,,,,,1,"4,8,14",,,,,,,,,,,,,,1,"1,3,5",,"1,2,9,3",,1,1,,2,6,,1,5,138,9,,1,1,11,8,,,,,,,Meets friends,Fitness,,,,,,,,,,,4
2025-04-22 09:51:40,2025-04-22 09:59:58,0,100,498,1,2025-04-22 09:59:59,R_9mmb8yt8HqG65wS,anonymous,EN,1,3,1,4,,2,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,1,1,,4,1,1,4,1,1,"1,3,4",,"2,6",,,,6,,,,,,,,,,1,15,,,,,,,,,,,,,,6,"1,3,5",,"1,2,9",,1,2,,3,,,1,6,162,13,"Collage diploma ",1,6,17,6,,,,,,,,,,,,,,,,,,,4
2025-04-22 08:15:28,2025-04-22 10:00:55,0,100,6326,1,2025-04-22 10:00:56,R_9QFXuVlGGCBQpJT,anonymous,EN,1,3,1,"1,3,4",,3,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,1,7,,4,1,1,4,3,1,1,,"2,5,6",,2,,"1,5,6,7",,,,,,,,,,4,"7,14",,,,,,,,,,,,,,"1,2","2,5",,"1,2,9",,7,3," Or safe on the road. I don’t trust the drivers. ",2,6,,1,4,60,10,,1,7,16,10,,,,,,,"Weather and dedicated cycling tracks. ","More dedicated cycling tracks connecting more of Dubai. ",,,,,,,,,,,4
2025-04-22 09:48:39,2025-04-22 10:01:17,0,100,757,1,2025-04-22 10:01:18,R_6aQxgHReS2K8iU0,anonymous,EN,1,3,1,"1,3,4",,2,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,"1,2,3",1,,4,1,1,3,3,1,"1,2",,"2,5,6",,6,,"1,5,6,7",,,,,,,,,,3,"7,14",,,,,,,,,,,,,,"1,2,6,4","1,2,3",,"9,3,4,6,8","Better safety (signage, required orientations) at dedicated cycle tracks to ensure riders follow safe cycling practices",7,2,,3,,,2,4,188,10,,4,8,16,10,,,,,,,Community and number of cycling groups open to newcomers,More centralized info on (open/public) group rides— eg an integrated calendar of rides and events,,,,,,,,,,,4
2025-04-22 09:54:05,2025-04-22 10:02:56,0,100,531,1,2025-04-22 10:02:57,R_9gp5lOkIvg9iVqH,anonymous,EN,1,1,1,"1,3",,3,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,4,7,,4,4,1,3,4,1,3,,"2,4,1",Helps me to become more active and have a better mental health,4,,"1,4,7",,1,"2,3,11",,,,,,,,,,,,,,,,,,,,,,1,5,,8,Satisfied,1,,,3,,,2,4,138,9,,1,3,16,8,The availability of cycling tracks,Cycling for Fitness and Fun,,,,,,,,,,,,,,,,,4
2025-04-22 09:55:38,2025-04-22 10:04:29,0,100,530,1,2025-04-22 10:04:30,R_8dpfYZIyMrd9Q3u,anonymous,EN,1,3,1,"1,3",,4,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,"1,3",7,,3,1,1,4,4,1,"1,9",,"2,5,6",,"2,6,7",,"1,5,6,7",,,,,,,,,,3,"7,8,14",,,,,,,,,,,,,,"1,2","1,2,3",,"2,9,4,5,6",,"1,2,3",,,2,6,,2,4,187,10,,1,7,4,5,,,,,,,Weather,More cycling lanes and dedicated tracks,,,,,,,,,,,4
2025-04-22 09:54:26,2025-04-22 10:04:39,0,100,612,1,2025-04-22 10:04:39,R_2j9GqQjIyytCqKq,anonymous,EN,1,3,1,"1,3,5",cameraderie,3,"1,2,3,4,10,11,12",,,,,,,,,,,,,"1,2,3",8,,4,2,1,4,1,1,1,,"2,5,6",,"2,6,7",,"1,5,7",,,,,,,,,,1,7,,,,,,,,,,,,,,"1,2","1,2,3",,"1,2,9,5",,7,2,,2,"1,3,6",,1,6,187,9,,1,7,13,10,,,,,,,"Early winter morning on Al Qudra cycle track is sublime ","Whilst i think Dubai drivers are getting much better in terms of appreciating cyclists / pedestrians etc, i don't think cycling will take off until there are safer options than cycling on roads.",,,,,,,,,,,4
2025-04-22 09:46:45,2025-04-22 10:06:02,0,100,1156,1,2025-04-22 10:06:03,R_22X8mNfhDTZjEre,anonymous,EN,1,1,1,1,,3,"1,2,3,4,10,11,12",,,,,,,,,,,,,3,7,,4,2,1,4,4,1,1,,2,,6,,"1,4,5,7",,1,"5,11,12",,,,,,,,,,,,,,,,,,,,,,1,"1,8",,6,,3,2,,3,,,1,6,164,8,,1,7,20,9,"Safe ",,,,,,,,,,,,,,,,,,4
2025-04-22 10:00:32,2025-04-22 10:06:19,0,100,347,1,2025-04-22 10:06:20,R_4J3OyAfLkcP3ja0,anonymous,EN,1,1,1,"1,3",,3,"1,2,3,4,10,11,12",,,,,,,,,,,,,1,7,,4,1,1,1,1,1,1,,2,,,,"1,4,6,7",,3,"9,12",,,,,,,,,,,,,,,,,,,,,,1,"2,3,8",,"1,2,9,4",,7,3,"Too far and too dangerous ",3,,,1,6,187,9,,1,7,26,8,,,,,,,,,,,,,,,,,,,4
2025-04-22 09:54:41,2025-04-22 10:09:12,0,100,870,1,2025-04-22 10:09:12,R_4zeC9TmfZv8V7nU,anonymous,EN,1,1,1,"1,3",,3,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,3,1,,4,1,1,1,3,1,1,,"2,5,6",,"2,6,7",,"1,6,7",,1,"5,11,12",,,,,,,,,,,,,,,,,,,,,,1,"2,3,5",,"1,5,6",,7,3,Unsafe due to undisciplined scooter and cycle riders.,2,1,,1,4,138,9,,1,5,14,10,Free cycling track access in Hudayriyat and Yas Marina Circuit.,Unobstructed cycling lanes on major roads and highways. We would be able to ride longer distance by then and not worry about the hazards on riding in major roads.,,,,,,,,,,,,,,,,,4
2025-04-22 10:02:54,2025-04-22 10:14:17,0,100,682,1,2025-04-22 10:14:18,R_98S3DUjWq2F0EuZ,anonymous,EN,1,3,1,"3,4",,2,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,3,1,,2,1,1,4,1,1,1,,"2,5,6",,"6,7",,"1,5,7",,,,,,,,,,1,7,,,,,,,,,,,,,,1,1,,"4,5",,3,1,,2,"1,2,3,6",,1,5,86,9,,1,8,28,4,,,,,,,Cycle track,Awareness of the sport,,,,,,,,,,,4
2025-04-22 10:05:30,2025-04-22 10:15:54,0,100,624,1,2025-04-22 10:15:55,R_9dmO6arp4TSOXog,anonymous,EN,1,1,1,"1,3",,3,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,"1,3",7,,4,1,1,3,1,1,1,,"2,4,5,6",,"2,6",,"1,4,6",,3,"3,11",,,,,,,,,,,,,,,,,,,,,,1,"2,3,6",,"1,2,9,4",,1,3,Not safe,3,,,1,4,138,9,,1,7,13,10,Dedicated cycling tracks and cycling events,"Make the roads safer for cyclists, more dedicated cycling paths connecting Abu Dhabi",,,,,,,,,,,,,,,,,4
2025-04-22 10:06:49,2025-04-22 10:18:48,0,100,718,1,2025-04-22 10:18:48,R_9mkIATW5zsvTCeT,anonymous,EN,1,1,1,"1,2,3,4",,2,"1,2,3,4,11,12",,,,,,,,,,,,,"2,3,4",8,,2,2,1,3,3,1,"1,3",,"2,5,6,7",,"2,4,5,6,7",,"1,4,5,7",,3,"3,11,12",,,,,,,,,,,,,,,,,,,,,,1,"1,3",,"1,2,9",,1,1,,2,"1,3",,1,4,138,9,,1,1,,8,"I like most while riding to get more friends  ",Join the club,,,,,,,,,,,,,,,,,4
2025-04-22 10:12:09,2025-04-22 10:21:30,0,100,560,1,2025-04-22 10:21:30,R_4rezSe1VDQFsuI1,anonymous,EN,1,3,1,"1,3,4",,3,9,,,,,,,,,,,,,"1,2,3",1,,4,1,1,4,3,1,"1,3",,"2,5,6",,"2,5,7",,"1,4,5,7",,,,,,,,,,2,"7,8,14",,,,,,,,,,,,,,1,"1,4",,"1,2,9,4",,1,2,,3,,,1,5,138,8,,1,1,13,8,,,,,,,There is a lot of bicycle lane,Cycling in Dubai is Safe,,,,,,,,,,,4
2025-04-22 10:17:31,2025-04-22 10:23:11,0,100,340,1,2025-04-22 10:23:12,R_4lB878bZfemYld4,anonymous,EN,1,3,1,3,,2,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,"1,2",7,,4,1,1,4,1,1,1,,"2,5,6",,"2,5,6",,"1,5,6,7",,,,,,,,,,2,7,,,,,,,,,,,,,,"1,2,7,3,6","2,3,8",,"1,2,9,3,4",,7,1,,2,"1,6",,1,5,64,9,,1,7,20,7,,,,,,,The dedicated cycling tracks,"Driver awareness, more road safety ",,,,,,,,,,,4
2025-04-22 10:17:19,2025-04-22 10:23:39,0,100,379,1,2025-04-22 10:23:39,R_4CyGZRJaW86Fnh0,anonymous,EN,1,1,1,"3,4",,3,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,"1,2,3",7,,4,1,1,2,1,1,"1,3,10",Gravel,"2,4,5,6,7",,"2,4,6,7",,"1,5",,2,"5,11",,,,,,,,,,,,,,,,,,,,,,"1,2,3","1,2,3",,"1,2,9,3,4,5,6",,1,2,,3,,,1,3,77,9,,1,3,4,8,The safe cycle tracks,More cycling friendly lanes and educated traffic,,,,,,,,,,,,,,,,,4
2025-04-22 10:07:32,2025-04-22 10:24:01,0,100,989,1,2025-04-22 10:24:02,R_9pLiwbse6IUmRJ7,anonymous,EN,1,3,1,"1,2,3,4",,3,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,"1,3",7,,4,3,1,1,4,1,"1,3,10","Tri bikes ","2,4,6",,"2,6",,"1,6",,,,,,,,,,1,"7,8,14",,,,,,,,,,,,,,1,"1,3,4",,2,,"1,3",3,"Not in Dubai and most definitely not in the UK - other road users (read ""car drivers"") are either arrogant or unaware of road safety when it comes to cyclists.",2,6,,1,6,187,9,,1,7,12,6,,,,,,,"Access to dedicated cycle tracks with the facilities to go with them (shower and changing rooms, free parking, water stations etc) ",Dedicated cycle tracks linking communities.,,,,,,,,,,,4
2025-04-22 10:12:09,2025-04-22 10:24:41,0,100,751,1,2025-04-22 10:24:41,R_4p6brSE7jsnsGBZ,anonymous,EN,1,3,1,"1,3,4",,7,"1,2,3,9,10,11,12",,,,,,,,,,,,,"1,4",7,,3,2,1,2,4,1,1,,"2,6",,"6,7",,"1,4,5,6,7",,,,,,,,,,3,"16,7",,,,,,,,,,,,,,"1,2,7","2,3,4",,"1,2,9,3,4,5,6,7",,"1,3",,,2,"1,6",,2,3,138,9,,1,4,45,10,,,,,,,Safe designated areas and dedicated free bike places. Free facilities like shower,Safer roads and clearer signs and aware ess of laws,,,,,,,,,,,4
2025-04-22 10:22:05,2025-04-22 10:27:41,0,100,336,1,2025-04-22 10:27:42,R_4LScrVZxvM8CUGA,anonymous,EN,1,1,1,4,,1,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,"2,3,4",1,,4,1,1,4,4,1,1,,"2,5,6",,2,,"1,5,7",,1,"5,11,12",,,,,,,,,,,,,,,,,,,,,,"1,2,6",3,,"2,9",,1,3,dangerous,3,,,1,5,187,7,,1,8,,8,How friendly motorists are to cycling and the empty roads,Organised group rides on new cycle tracks,,,,,,,,,,,,,,,,,4
2025-04-22 10:20:20,2025-04-22 10:30:04,0,100,583,1,2025-04-22 10:30:04,R_9eCsdVyBpKQkw6r,anonymous,EN,1,1,1,1,,4,1,,,,,,,,,,,,,"1,3,4",8,,3,3,2,1,1,1,5,,2,,4,,"4,5",,1,3,,,,,,,,,,,,,,,,,,,,,,1,"1,5,8",,"4,6",,7,,,2,3,,2,4,138,8,,1,2,7,9,Safety,"No idea ",,,,,,,,,,,,,,,,,4
2025-04-22 10:22:52,2025-04-22 10:31:15,0,100,503,1,2025-04-22 10:31:16,R_4EhuzNF8LScZypz,anonymous,EN,1,3,1,"1,3,4",,5,"1,2,3,9,10,11,12",,,,,,,,,,,,,"1,3",7,,4,1,1,4,1,1,3,,"2,4,5,6,7",,"2,4,5,6,7",,"1,4,5,6,7",,,,,,,,,,3,"15,6,14",,,,,,,,,,,,,,1,"3,5,8",,"1,2,9,3,4,5,6,7",,1,,,2,"1,2,3",,2,5,138,9,,1,8,10,5,,,,,,,"safety
",,,,,,,,,,,,4
2025-04-22 10:25:19,2025-04-22 10:31:36,0,100,376,1,2025-04-22 10:31:37,R_4IJxYf3ORyu0vWF,anonymous,EN,1,3,1,"1,3,6",,3,"1,2,3,4,10,11,12",,,,,,,,,,,,,"1,2,3",7,,4,1,1,1,4,1,1,,"2,6",,"2,6",,"1,5,6,7",,,,,,,,,,1,"7,14",,,,,,,,,,,,,,1,"1,2,3",,"1,2,9,3,4,5,6,7",,7,,,3,,,2,3,139,10,,1,7,44,10,,,,,,,"That I have dedicated cycling tracks ","More cycling tracks and paths as now is extremely difficult to pack your bike on a car, go with the car to the track, unload the bike and ride. And then repeat to return home. It takes a lot of motivation and determination to cycle in Dubai ",,,,,,,,,,,4
2025-04-22 10:25:33,2025-04-22 10:31:40,0,100,367,1,2025-04-22 10:31:41,R_4QrOkdgoPiaTLJW,anonymous,EN,1,3,1,"1,3",,3,"1,2,3,4,5,9,10,11,12",,,,,,,,,,,,,"1,2",7,,4,1,1,1,4,1,1,,"2,4,5",,"2,6",,"1,4,5,6,7",,,,,,,,,,1,"7,14",,,,,,,,,,,,,,"1,2","1,2,5",,"1,2,9,4,5",,7,,,3,,,1,5,154,9,,1,6,21,10,,,,,,,"Safe areas to ride, very good infrastructure. Would like to see more and more areas to ride (cycle tracks)","Lower prices of bicycles and equipment. More connected cycling tracks, more cycling tracks",,,,,,,,,,,4
2025-04-22 10:11:24,2025-04-22 10:32:54,0,100,1289,1,2025-04-22 10:32:55,R_9b3I1jPLFcN0Ff9,anonymous,EN,1,3,1,"1,3",,3,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,2,7,,4,3,1,3,4,1,"3,4,8",,"2,5,6",,"2,4,5,6",,"1,4,5,6,7",,,,,,,,,,2,"6,8,13",Some mountain with trails,,,,,,,,,,,,,1,"1,8,9","Bike confiscation ","1,2,9,4,6",,"1,2",1,,2,"1,7","We have company vehicle ",1,5,138,8,,1,2,18,6,,,,,,,"The beautiful places ",More cycling tracks and paths,,,,,,,,,,,4
2025-04-22 10:18:57,2025-04-22 10:32:57,0,100,840,1,2025-04-22 10:32:58,R_4IhhyIibesCXdT3,anonymous,EN,1,1,1,"2,3,4",,1,"1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,"1,2,3,4",7,,3,1,1,4,3,1,"1,3",,"2,5,6,7",,"2,5,6,7",,"1,4,5,6,7",,1,"8,11,12",,,,,,,,,,,,,,,,,,,,,,1,3,,"9,4",,1,2,,2,1,,1,4,138,7,,1,1,11,10,"Safe place  anytime you can rise even I'm alone  to enhance and avoid health  issue,so I need to be  a healthy while growing  old","Cyling lifestyle  in abu is good to us, there is cycling  lane  in some  areas in and out of cities there is mor3 cycling event that we can enjoy and get together  with love ones ",,,,,,,,,,,,,,,,,4
2025-04-22 10:30:02,2025-04-22 10:33:23,0,100,201,1,2025-04-22 10:33:24,R_4bdFpE32LeAFspr,anonymous,EN,1,3,1,1,,3,"1,2,11,12",,,,,,,,,,,,,3,7,,4,4,1,1,4,1,1,,2,,5,,7,,,,,,,,,,3,"15,7,14",,,,,,,,,,,,,,"1,2","2,3",,"2,3",,7,3,risk,3,,,1,6,77,10,,4,1,13,8,,,,,,,Community spirit,dedicated and covered cycle lane alongside Sh Zayed road,,,,,,,,,,,4
